news_content,impact_type
"The momentum is there, according to Avere France. A network of public charging stations for electric vehicles, similar to petrol stations for combustion-powered cars, is beginning to take shape. Even if it is lagging behind the government's target of 100,000 public charging stations by the end of 2020. According to the Avere France barometer, there were just 53,667 charging stations in France at the end of 2021, and 57,732 by April 2022.",Opportunity
"""For us, the challenge was not so much to achieve this objective as to accelerate the deployment of the infrastructure,"" explains Cécile Goubet, General Delegate of Avere France. The rate of installation of new charging stations has thus risen from 4,000 to 5,000 a year before 2020, to over 20,000 a year by 2021. ""This objective served to launch the momentum, set up financing mechanisms and create a momentum between the players"", she continues.",Opportunity
"More and more infrastructure projects
Major recharging infrastructure projects are multiplying. Paris parking lot operator Saemes, for example, has announced the installation of more than 500 charging points in the parking lot beneath Place de la Madeleine, representing half of the available spaces. ""Saemes CEO Ghislaine Geffroy assures us: ""We'll have reached the milestone of 1,000 charging points in our Paris parking lots by the end of 2022. For its part, freeway operator Sanef has announced that it will equip all its service areas with charging stations by the end of the year, in partnership with Engie, Total and Fastned.",Risk
"This increase in the number of charging stations follows the rise in the electrification of the vehicle fleet. Electric vehicles and plug-in hybrids now account for 20% of sales (over the first four months of 2022), according to the Automotive Platform, compared with just 11% in 2020. As a result, automakers believe they will exceed their target of one million sales by the end of the year. ""We have the feeling that we've taken the first step towards the mass market,"" emphasizes Cécile Gaudet, who believes that half of the vehicle fleet should be made up of electric vehicles by 2035.",Opportunity
"The right station in the right place
Public-access charging stations represent only a small proportion of the total number available in France. There are an estimated 450,000 home charging points and around 390,000 in businesses. ""The 57,000 that are open to the public represent a small number, but they are essential to reassure motorists and meet specific needs (top-up charging, business trips, etc.)"", explains Cécile Gaudet. But is the level of infrastructure coverage really sufficient? The automakers believe we need to step up the pace and increase the number of public charging points in France by a factor of eight by 2030.",Opportunity
"The type of station to be installed is also a matter of debate. Fast-charging stations, which recharge the battery in a very short time, currently account for less than 10% of all public-access infrastructure. But for Avere, the installation of more costly fast charging is not necessary everywhere. ""It's not a question of installing high-power charging stations everywhere, but of installing the right station in the right place,"" says the Association. In residential areas, slow charges are sufficient, while faster recharges are useful in commercial areas or on freeways."" The development of recharging infrastructure should therefore not be copied from that of service stations, but should take into account the specific features of electric mobility.",Risk
"An RATP bus on fire in the middle of Paris. This was the scene on April 29 in the 13th arrondissement, for the second time in less than a month. The 149 electric Bluebus buses manufactured by the Bolloré Group have been withdrawn from service by the RATP, pending expert appraisal. A case that reinforces fears of electric battery fires, as videos of burning Teslas multiply on social networks.",Risk
"An impressive fire broke out on Friday April 29 at 8:05 a.m. in an electric bus near the Bibliothèque François-Mitterrand stop in Paris's 13th arrondissement. The video, taken from a surveillance camera, shows the bus at a stop, set back from its terminus, with the sign ""Sans voyageur"" (""No passengers""). A small explosion shakes the roof, followed by smoke and then a veritable fireworks display, with a column of flames rising into the sky. ""The machinist was taken in charge by his supervisor"", said RATP in a press release, adding that no one was injured as a result of the fire.",Risk
"""However, as this is the second fire on a recent electric bus in the same Bolloré Bluebus 5SE series in less than a month, RATP has taken the precautionary decision, in conjunction with Ile-de-France Mobilités, to temporarily withdraw the 149 electric buses in this series from operation"", it announced. A ""reasonable"" decision for the Ministry of Transport to ""ensure that there are no similar failures on other vehicles"". The Association des usagers des transports, for its part, called for ""rapid corrective action on the part of the manufacturer"".",Risk
"Fires difficult to control
""For the time being, we need to be very cautious about the reasons for the RATP bus fires. It could be an operating fault, manufacturing problems... we need to put together a cluster of clues to reach a conclusion"", defends Sébastien Elie, automotive risk expert and director of the Motors branch of the Stelliant group. ""It's true that batteries can self-crash, but this is a definite but rare risk. Especially as not all electric vehicles rely on the same technology, whether hybrids, lithium-ion batteries or LMPs (technology developed by the Bolloré group, editor's note)"", adds the specialist.",Risk
"If the video of the RATP bus fire in Paris created a real buzz on social networks, it's because images of electric vehicles catching fire have multiplied in recent years, raising fears of a safety risk. The manufacturer Tesla is regularly singled out. Fires are particularly difficult for firefighters, who are sometimes forced to extinguish the flames for hours on end. ""Batteries contain a huge amount of energy in a small space. But firefighters can't get to the heart of the battery because the casing is watertight"", explains Sébastien Elie. Fire-fighters are given specific training in how to ignite electric vehicles.",Risk
"""No need to panic
Fires may be impressive, but they're certainly not becoming more frequent. A study published by Allianz has allayed fears. The insurer claims that electric vehicles are no more likely to catch fire than combustion-powered cars. ""This should reassure electric vehicle owners who might otherwise panic. Fires are impressive, but much rarer"", insists Sébastien Elie. But vehicles are not the only products concerned.",Risk
"In the space of five years, the number of fires in waste processing centers has doubled, due to lithium-ion batteries. Phones, car keys, electric toothbrushes... after a shock, certain types of waste catch fire. A difficult risk to manage. ""How do you identify a key battery in the middle of 20 tonnes of waste?"" asks Olivier François, Chairman of the International Commission of the Fédération officielle des entreprises de recyclage (FEDEREC). A phenomenon which raises the crucial question of how to recycle this waste.",Risk
"Pressure is mounting on the European Union. With a sixth set of sanctions being prepared in Brussels, Russia has put its threats into action by suspending gas deliveries to Bulgaria and Poland. Both countries had refused to pay in rubles, as required by Moscow since April 1. European companies complying with this new demand would face a high legal risk for violating sanctions against Russia.",Risk
"""This is unprecedented, predictable but unprecedented"", reacts Thomas Pellerin-Carlin, researcher and director of the Energy Centre at the Jacques Delors Institute. ""There has never been an interruption in gas deliveries from Russia to a European Union country, either during the USSR or at the time of the Russian-Ukrainian conflict in 2009"", he adds. Since the evening of Tuesday April 26, Russia has put its threats into action, stopping gas deliveries to Poland and Bulgaria because they refused to pay in rubles. Although the two countries, now supplied with gas by their European neighbors, are reassuring about possible shortages, the Kremlin's decision has upset Brussels.",Risk
"""This is yet another provocation by Russia, which is using gas as a tool for blackmail. This is unjustified and unacceptable. But this is not a surprise; we are prepared for this scenario. Our response will be immediate, united and coordinated, because the Kremlin has not succeeded in sowing division between us"", was the immediate reaction of Ursula von der Leyen, President of the European Commission. The European Union is working on a sixth set of sanctions, which are likely to target oil only, following an embargo on coal decided a few weeks earlier.",Opportunity
"Germany the world's largest importer of Russian hydrocarbons
A meeting of energy ministers will be convened as soon as possible, at the instigation of France, which holds the presidency of the Council of the European Union until the end of June. The question of an embargo on Russian gas is expected to be discussed. Germany, which is opposed to such an embargo, is under pressure. Germany is the world's biggest importer of Russian hydrocarbons, particularly gas. According to a new report by the Centre for Research on Energy and clean Air (Cera), Berlin has paid more than 9 billion euros to Moscow since the start of the conflict. Italy ranks second with 6.9 billion euros, ahead of China, the Netherlands, Turkey and France.",Risk
,Opportunity
The biggest importers of Russian hydrocarbons in the first two months of the invasion of Ukraine. Source : CREA,Opportunity
"""The world expects Germany to show strength and determination towards Russia, but instead it is funding the war and blocking a European embargo on Russian oil. Germany prides itself on being a world leader, but at this stage that means weaning itself off Russian energy as soon as possible"", reacted Bernice Lee, Research Director at Chatham House. But according to an estimate published by the German Central Bank last week, an immediate European embargo on Russian gas could cost up to 5% of German GDP this year.",Risk
"Companies warned
Since the start of Russia's invasion of Ukraine, the EU has paid Russia 44 billion euros for fossil fuels, representing 71% of Russia's total income from oil, gas and coal. But the European Commission, which is due to present its detailed Repower EU plan on May 18, has already put on the table ways of weaning itself off two-thirds of Russian hydrocarbons by the end of the year, and 100% from 2027.",Opportunity
"This will mainly involve the supply of liquefied natural gas, particularly from the USA, the search for other alternative sources, the deployment of solar, wind and biogas power, the energy renovation of buildings and sobriety. ""The era of Russian fossil fuels in Europe will soon be over"", declared Ursula von der Leyen. The President of the European Commission also warned companies who pay for their transactions in rubles, when this is not indicated in their contracts (97% of contracts). They would face a high legal risk for violating sanctions against Moscow.",Opportunity
"According to Bloomberg, four European gas buyers have already paid for their deliveries in rubles, as demanded by Russia, citing an unnamed source close to Russian gas giant Gazprom. The agency added that ten European companies had opened the necessary accounts with Gazprombank to meet President Vladimir Putin's payment demands. Bloomberg did not name the companies.",Opportunity
"Bicycles are now the best-selling means of locomotion in France. In 2021, over 2.7 million bicycles were purchased, compared with 1.65 million cars. This strong momentum has been boosted by the health crisis, despite supply problems for the industry. The challenge now is to maintain this trend by focusing on French production and the development of suitable infrastructures throughout France.",Opportunity
"It's a powerful symbol. According to the latest figures from Union Sport & Cycle, the French bought over 2.7 million bicycles in 2021. Exceptional sales for the country. In just two years, the French bicycle market has soared by 43% in value. This momentum is so strong that it outstrips sales of new cars. ""This is beyond our expectations. We sensed a boom, but not to this extent"", says Virgile Caillet, General Delegate of Union Sport & Cycle, which has been monitoring cycle sales in France for over 20 years.",Opportunity
"With the Gilets jaunes crisis and the multiplication of strikes, many French people have turned to cycling as a means of locomotion. But it was Covid-19 and the repeated confinements that marked a real turning point in France. As soon as the first confinement took place, Joseph d'Halluin, General Secretary of the Fédération française des usagers de la bicyclette (FUB), spoke of a ""vertiginous rise"" in cycling. On Twitter, the ""team"" gathered under the hashtag #vélotaf is having a field day. Internet users film themselves riding their bikes along cycle paths, overtaking cars stuck in traffic jams.",Opportunity
"Let's face it, the most fun part of #velotaf is the #sautebouchon pic.twitter.com/MFMwKP1EL2",Opportunity
"Boom in made-in-France production
Taking into account spare parts such as helmets, locks and tires, the French bicycle market is now worth 3.4 billion euros. This trend is all the more significant given that these figures do not take into account the sale of second-hand bikes. ""There's a real euphoria,"" says Virgile Caillet. But the momentum could have been lost, given the tensions that have arisen throughout the supply chain as a result of the health crisis. Between the explosion in demand and the shutdown of certain factories, the industry was put to the test, with deliveries of certain parts being extended by several weeks or even months.",Opportunity
"In particular, these delays have enabled us to step up production in France. By 2021, 800,000 bikes will have been produced in France, compared with 600,000 in 2020. The Union Sport & Cycle predicts that France will produce around 980,000 bicycles by the end of the year, over 50% of which will be electrically assisted. If specialists believe that France is now one of the fastest-growing markets in Europe, it's because the country is lagging behind its neighbors.",Opportunity
"Not yet a bicycle country
""There is a social phenomenon, but it would be premature to say that France has once again become a bicycle country,"" says Virgile Caillet. ""When the French buy 2.8 million bicycles, the Germans go up to 4 million"". Hence the importance of supporting this transition. Two essential factors need to be taken into account. Firstly, safety and the development of cycle paths. Last September, at the presentation of France's ""bicycle plan"", launched in 2018, Ecological Transition Minister Barbara Pompili and Transport Minister Jean-Baptiste Djebbari estimated a 30% increase in cycle paths in three years. 53,000 km of infrastructure have been deployed in France.",Opportunity
"""We need strong political support to maintain the momentum,"" believes Virgile Caillet, who points out that the second factor in the success of this transition is the fight against bicycle theft and damage. Here, too, infrastructure needs to be adapted. With this in mind, in February the government made it compulsory for bicycles sold by professionals to be marked. The bike is then registered in the Fichier national unique des cycles identifiés (Fnuci), enabling the authorities to return the bike to its owner in the event of theft.",Opportunity
"In the run-up to the presidential election, Novethic takes a look at these forgotten debates, the ones that don't occupy the media spotlight but are nonetheless vital. Today's focus is on sustainable mobility, with Laura Foglia, Mobility Project Manager at the Shift Project. The think tank has published a sector-by-sector plan for transforming the economy to achieve carbon neutrality.",Opportunity
"In your view, sustainable mobility shouldn't just be about getting around, but also about shortening distances. What does this mean?
It involves questioning the urbanization model that developed after the Second World War, commonly referred to as the ""car years"". As the population grew, suburbanization became widespread, and many areas were designed to accommodate automobile traffic. At the same time, commercial centers and industrial zones were relocated outside city centers. Today, it's very difficult to turn back the clock, as habits have become entrenched.",Risk
"But a policy of sustainable mobility requires a reduction in distances, because the gains in terms of CO2 emissions recorded for vehicles have been more than offset by the increase in distances. For daily mobility alone, our journeys have increased by 50% compared with the 1980s. And for mobility in general, both daily and long-distance, distances have multiplied by 4.7 since the 60s. That's not to say that we shouldn't switch to less carbon-intensive modes of transport, but we mustn't forget the essential component of the distances we travel.",Risk
"What can be done to recreate proximity?
There are many things we can do. For example, for future projects, we could introduce moratoria on commercial or business zones located outside city centers, far from existing public transport or inaccessible by bike or on foot. For example, we could decide not to support a company that locates far from the center and from any public transport network, because of the price of land. What often happens, however, is that the company, once established, asks the public authorities to provide transport solutions. In this case, it's the community that serves private profit. This logic must be reversed.",Opportunity
"As far as existing areas are concerned, we need to reintroduce local services, stores, schools and workplaces, and focus on a functional mix of spaces. Even in the least densely populated areas, we need to be able to access basic services without having to use the car. The quarter-hour city, advocated by a number of prominent figures, sums up this principle quite well, but it has to be a quarter-hour spent in a low-carbon mode, on foot or by bike.",Opportunity
"How do you make this model desirable?
Today, one of the black spots in mobility is SUVs (they are the second biggest contributor to CO2 emissions, ahead of planes and ships, editor's note). We need to reverse this trend by regulating their advertising, for example, and reflect on the fact that owning an SUV is not very sensible in the face of the energy crises that are set to multiply. It's becoming increasingly strategic to encourage people to use lighter vehicles, bicycles or on foot. We need to redirect people's desires towards something other than driving for miles. An encouraging example comes from cycling, which has long been trivialized and devalued because modernity was embodied by the car. Today, it's going against the tide, with an explosion in sales. What we need to do is make desirable an imaginary world linked to local life.",Risk
"*Guide to low-carbon everyday mobility, published by The Shift Project and coordinated by Laura Foglia.",Opportunity
"The war in Ukraine is accelerating the inevitable: rising energy costs. In the immediate term, energy-hungry companies are appealing to the state for help in organizing rationing, passing on increases or suspending production units. Some companies are looking to the longer term, investing to reduce consumption and switch to renewable energies.",Opportunity
"The war in Ukraine could be a wake-up call. This tragedy is a reminder of the need to reduce our dependence on fossil fuels and natural resources. Calls for greater sobriety are multiplying, both from the government and from industry itself, which is demanding rationing.",Opportunity
"""The current situation, with extremely high energy prices, will last at least until spring 2023"", reiterates Nicolas de Warren, President of the Union des industries utilisatrices d'énergie (Uniden). The association, which defends the interests of energy-intensive companies, is therefore calling for ""all relevant regulatory measures to be taken to reduce consumption of both gas and electricity"". In particular, the association encourages ""rationing of marketed volumes"".",Opportunity
"Indeed, Uniden warns that some companies have been forced to shut down certain workshops. Zinc and ammonia manufacturers, for example, have temporarily closed certain sites to avoid producing at a loss, as have the Yara and Borealis groups, which produce 40% of the ammonia manufactured in France. French faucet manufacturer Kramer (ex-Jacob Delafon) had to make a similar decision at a plant producing high-end ceramic sanitaryware. ""Our forecast this year was to spend 400,000 euros (on energy bills, editor's note). If we do nothing, it's 4 million euros"", explains CEO Manuel Rodriguez interviewed on BFMTV. The fifty-four employees have been placed on short-time working.",Risk
"Rising energy costs are structural
Other companies are taking the initiative to avoid these cost increases. Indeed, even if the surge in energy prices is accentuated by the war in Ukraine, experts are unanimous in saying that the rise in energy costs is structural. It will not abate over time. ""All the criteria are in place for a sustained rise in prices,"" confirms Jean-Sébastien Degouve, President and co-founder of Opéra Energie, an energy broker. Companies are therefore being encouraged to transform themselves to consume less energy.",Opportunity
"Industries are on the hunt to cut waste and reduce energy consumption wherever possible. ""We're working throughout the supply chain to use the least energy-intensive materials at every stage of production,"" says Tanguy Robert, CEO of consulting firm Sami. Others are investing to upgrade their production tools. ""Jean-Sébastien Degouve confirms: ""With sustained high energy prices, this is becoming profitable.",Risk
"Corporate interest in renewable energies
More and more companies are also turning to renewable energies. ""Many of our customers want to use their own energy,"" confirms Jean-Sébastien Degouve. Groups such as Casino, Leclerc, Carrefour, Castorama, Auchan, Leroy Merlin and Ikea have been moving in this direction for several years, installing solar panels on store roofs or supermarket parking lots. However, this possibility remains limited as ""the groups must own their premises and the sites must be able to accommodate photovoltaic panels"", explains Jean-Sébastien Degouve.",Opportunity
"The energy broker also recommends that customers turn to PPAs (Power Purchase Agreements), over-the-counter supply contracts between customer and energy supplier. These contracts for the purchase of energy directly from producers are attracting real interest from companies, which can thus decarbonize their uses and secure long-term fixed prices. After the SNCF and Google, Décathlon, Boulanger and Carrefour have all turned to this solution. ""But demand for these projects is outstripping supply,"" points out Jean-Sébastien Degouve. With the latest IPCC report clearly calling for a shift away from fossil fuels, companies are likely to continue to flock to these solutions, also to reduce their carbon footprint. More and more companies are joining the RE100 network and committing to a 100% renewable energy target by 2028 on average, and by 2030 at the latest.",Opportunity
"Five fossil fuel companies, including RWE, Uniper and Rockhopper, are attacking European countries over their climate commitments. An aberration at a time when IPCC reports are multiplying to warn of the acceleration and impacts of climate change. It also represents a heavy bill. In these four cases, nearly four billion euros have been claimed in compensation by the companies.",Risk
"3.7 billion euros is the precise sum that five energy companies are demanding from four European Union member states for their climate policies. Their argument is based on the Energy Charter Treaty (ECT). This agreement was signed in 1994, at the end of the Cold War, to facilitate energy relations throughout the Eurasian continent. The ECT has some fifty signatories, including all the states of the European Union (with the exception of Italy, which left in 2016), the countries of the former Soviet bloc, Japan, Yemen and Afghanistan.",Risk
"The text allows multinationals and investors to take governments to court if the latter modify their energy policies in a way that runs counter to their interests. This is currently the case for RWE and Uniper in the Netherlands, who are being sued over their move away from coal; Rockhopper in Italy, over the refusal to award an oil concession; Ascent Resources in Slovenia, challenging an environmental impact assessment for a shale gas operation; and Prairie Mining in Poland, over a coal mine. The ECT thus holds the record for the most disputes among agreements protecting investors.",Risk
"Pausing Nord Stream 2: towards a future dispute?
""Fossil fuel companies should pay to fix the climate crisis they caused, but instead they want to be handsomely compensated, making climate action much more expensive,"" says Jean Blaylock, Trade Campaigner at Global Justice Now. On the corporate side, RWE says it approves of ""the importance of the energy transition"" but ""does not consider it fair"" that the Dutch coal phase-out ""does not provide for company compensation"".",Risk
"These four cases could well be joined by a fifth, after Germany put the Nord Stream 2 gas pipeline on hold in retaliation for the Russian invasion of Ukraine. Berlin has decided to block the certification process, making it impossible to commission the project, while taking care not to bury it permanently in order to avoid any legal proceedings. It should be noted that Uniper, which is suing the Netherlands, is one of the financiers of Nord Stream 2.",Risk
"""There is a real risk of litigation. One of the project's major investors, Russian billionaire Mikhail Fridman, has said he expects compensation and is considering legal action. The new deadline imposed by Germany violates one of the articles of the EC Treaty. Other investors, such as Shell, EON and Engie, could also go to arbitration under the ECT,"" comments Lukas Shaugg of the International Institute for Sustainable Development (IISD).",Risk
"Many MEPs in favor of exiting the ECT
The Energy Charter Treaty has been criticized for many years for the risks it poses to the energy transition. A reform has been underway since 2018 and is due to be completed by June. But according to the Climate Action Network, ""even reformed in line with the European Union's proposals, the ECT would continue to pose a threat to the urgent needs of climate action and undermine EU action."" For the NGOs monitoring the negotiations, there can be only one way out: exit from the treaty.",Opportunity
"A position supported by many MEPs during a debate on March 24. ""MEPs from the EPP, Renew, S&D, Greens and the Left all urged the European Commission to prepare for a coordinated withdrawal from the TCE. It's time to act and get out of this anti-climate treaty!"" reacted Laurence Tubiana, head of the European Climate Foundation, on Twitter.",Opportunity
"If governments pass laws to limit global warming to 2°C, oil and gas exploration fields could be subject to disputes worth $3,300 to $6,500 billion, and coal deposits to the tune of $650 to $700 billion, according to a report by the Berkeley Research Group (BRG). According to Jean Blaylock, a total of $9,000 billion in assets could be at risk of litigation, equivalent to just over a tenth of the world's GDP.",Opportunity
"Lagging far behind other European countries, France is speeding up its development of floating offshore wind farms. The French Prime Minister has announced two calls for tenders for floating offshore wind farms. These should see the light of day by 2030. While their footprint is smaller, they are just as controversial as wind turbines on land or on the seabed. In the face of the climate emergency and the need to move away from fossil fuels, these installations are essential, but they also need to be accepted and understood by everyone.",Opportunity
"They are 150 meters high, but can rise up to 176 meters above the sea at the tip of their blades - the equivalent of half an Eiffel Tower. Offshore wind turbines are making their debut in France. The first wind farm, opposite Saint-Nazaire (Loire-Atlantique), is due to start generating electricity in mid-May, with general commissioning scheduled for the end of 2022. Seven more will follow until 2029. This first wave will involve only wind turbines installed on the seabed.",Opportunity
"But floating offshore wind turbines are about to be added to this panorama. In mid-March, French Prime Minister Jean Castex announced two calls for tenders to build two floating wind farms in the Mediterranean Sea by 2030, some twenty kilometers offshore from Port-la-Nouvelle (Aude) and Fos-sur-Mer (Bouches-du-Rhône). Each will comprise around twenty wind turbines, producing 250 megawatts (MW) to supply electricity to one million people, with a possible extension to 750 MW. This decision follows Emmanuel Macron's target of building 50 offshore wind farms by 2050.",Opportunity
"The bottlenose dolphin is particularly present in this region.
Floating technology has never yet been used for a commercial wind farm in France, which lags behind other countries. Floating wind is a ""great strength"" because it ""can be installed far from the coast, where the seabed is deep"", as in the Mediterranean, said the Prime Minister, who wants France to become ""a key nation"" for this technique. But just like onshore wind power, these projects are met with suspicion from environmental NGOs and local associations.",Opportunity
"""We're not opposed to offshore wind projects, because we understand the need to find alternatives to fossil fuels. But we believe that we must also take the time to assess the potential impact of these farms on wildlife. However, we're accelerating the pace and issuing permits without waiting for feedback from the pilot wind farms (due to go into operation in 2023, editor's note)"" laments Serge Briez, photographer and film-maker, president of the association Les peuples de la mer.",Risk
"On a regular basis, the association conducts expeditions in the Gulf of Lion, around future wind farms, to carry out an initial assessment of the marine mammals and birds present in the area. The bottlenose dolphin, a protected coastal species, is particularly present in this region, which is also a migration corridor from Africa for birds. ""The real impact on seabirds, cetaceans such as the bottlenose dolphin, and large fish is still poorly understood,"" laments Serge Briez. As a sailor, he is also concerned about the loss of the horizon, synonymous with freedom for him.",Risk
"""A major national public debate on France's energy-climate strategy"".
""There are currently 5,000 offshore wind turbines installed in Europe, and the feedback is fairly reassuring. There have been no significant changes in wildlife or destruction of biodiversity. On the contrary, there have sometimes been beneficial impacts with a ""reserve effect"", as the areas where the turbines are installed are off-limits to other activities. I also think it's important to take account of feedback in a dynamic way, in conjunction with the launch of projects, which take a certain amount of time"", argues Anne Georgelin, head of offshore wind farms for the Syndicat des énergies renouvelables (Ser).",Opportunity
"And time is precisely in short supply. The various RTE scenarios, including those most favorable to nuclear power, assume a massive acceleration in renewable energies between now and 2035. The French Economic, Social and Environmental Council (Conseil économique, social et environnemental - Cese) has called for ""a major national public debate on the French climate and energy strategy (SFEC). There is a lack of understanding of what is at stake"". This ""social debate"" should also ""present possible changes in lifestyles"". For today, ""the debate is rehashed for each project, but it hasn't taken place at national level"", note the rapporteurs.",Opportunity
"The war in Ukraine also reminds us of the urgent need to move away from fossil fuels. ""Rather than weeping over the visual damage caused by wind turbines, let's open our eyes to the rubble of Ukrainian cities and the responsibilities of those who decided to bomb them,"" former President François Hollande recently wrote in an opinion piece.",Opportunity
"In Saint-Avold, Moselle, the situation is totally incomprehensible. The coal-fired power plant, one of the last two still in operation in France, is officially scheduled to shut down in two days' time, on March 31. But the shortage of nuclear power, and the war in Ukraine threatening gas supplies, is changing the situation. The Ministry has commissioned several studies from EDF and RTE to reassess the situation. On site, the mood is not one of complacency.",Risk
"In two days' time, on March 31, the Saint-Avold coal-fired power plant in Moselle will officially shut down. Along with Cordemais, in the Loire-Atlantique region, these are the last two coal-fired power plants still in operation in France. Emmanuel Macron had promised to turn the page on coal by the end of his quinquennium. But in the current context of declining nuclear energy production and war in Ukraine, this promise may not be kept, and the postponement of Saint-Avold's closure is being seriously considered within the government.",Risk
"""We've heard rumors for three weeks, but we've had no official information,"" laments Jean-Pierre Damm, Force Ouvrière General Secretary and a 48-year veteran of the company. ""It's totally surreal! It's unique in the annals of the industrial world. I don't understand the government's wait-and-see attitude. The atmosphere here is not good. We're not in a good position to start up again if we're told that the plant isn't closing after all. Some employees are saying they won't be coming back,"" he adds.",Risk
"Speaking to France Info on March 28, Jean-Michel Mazalerat, Chairman of GazelEnergie, which operates the Saint-Avold plant, explains that ""the subject is on the table. Obviously, the government is thinking about it."" ""It's clear that the plant will shut down. Will it restart this winter? That's a government decision. If we have to contribute to the security of the power system, obviously we're going to mobilize,"" he said. ""We've agreed to restart next winter, but we're waiting for a firm decision from the government. We need a decree,"" GazelEnergie's communications director Camille Jaffrelo told AFP later that evening.",Risk
"No clear-cut answer from the Ministry
When contacted by Novethic, the Ministry of Ecological Transition had no clear answer. ""The Minister for Ecological Transition, Barbara Pompili, has asked EDF for an independent audit to identify the levers for maximizing the availability of the nuclear fleet. A new constraint has been added with the war in Ukraine, and we have to anticipate scenarios of reduced availability of natural gas, which is also used for power generation. In this new context, the Ministry has asked RTE to update its scenarios for next winter. We will assess the situation accordingly"", explains the press office.",Risk
"In the depths of winter, the government had already had to resort to boosting coal production in the face of the historic decline in nuclear power plant availability. A decree was issued in February authorizing a temporary increase in production ceilings for coal-fired power plants for the months of January and February. In the meantime, war has broken out in Ukraine, further disrupting our power generation system, with gas supply risks and soaring costs. Consequently, the planned closure of the Saint-Avold coal-fired power station on March 31 could have consequences for next winter.",Risk
"""We're running at full speed
""We've been running at full capacity since January 1, with virtually no downtime except for machine maintenance. I can't understand anyone telling us to stop given the situation,"" confirms Jean-Pierre Damm. ""There is total opacity on the part of management, whereas we should have anticipated this and entered into negotiations to consider this hypothesis. If the decision is to continue, we risk having problems recruiting, and we also have to plan for the supply of coal... (the coal currently used comes from Russia, NDR).""",Risk
"Of the plant's 87 employees, some 50 are due to retire or take early retirement, a dozen have been hired elsewhere, three employees will benefit from long-term training leave, and eight employees have been promised work in the future biomass boiler, which will burn wood instead of coal. In December, Industry Minister Agnès Pannier-Runacher announced that the French government intended to support the project to the tune of 12.7 million euros.",Opportunity
"One month after the start of the war in Ukraine, TotalEnergies announces that it will stop buying oil and oil products from Russia. However, the major maintains its position in gas, and insists that leaving would be counter-productive and would mean further support for Russian interests. The European countries, which will meet in Council on March 24 and 25, are very divided over the introduction of an embargo on Russian hydrocarbons.",Risk
"""It's very clear to me that there's no future for growth in Russia, we've written it off"". One month after the start of the war in Ukraine, Patrick Pouyanné, CEO of TotalEnergies, has broken his silence. Speaking on RTL on Wednesday March 23, he confirmed the commitments made the day before by the group, which has been under pressure for several weeks to stay in Russia. The French major has undertaken to stop buying Russian oil and diesel by the end of the year at the latest. But it maintains its position in gas, a strategic sector for the company.",Risk
"""Today, I know how to replace Russian oil and diesel, which is why I made these decisions. But I don't know how to replace Russian gas. And European governments are in the same position, choosing not to impose sanctions on gas. If we did, we'd have a problem in the winter of 2023, and we'd have to ration business,"" commented Patrick Pouyanné.",Risk
"France imports 30% of its diesel from Russia
The day after Russia invaded Ukraine on February 24, TotalEnergies had already given up trading on the markets for oil and refined products from Russia. ""We didn't want to make money on discounted Russian oil"", explains the multinational's CEO. The Group also announced in a terse press release at the beginning of March that it was ceasing all new investments in Russia. The argument put forward then, and repeated today, is that the highest authorities are not pushing the company to leave Russia.",Opportunity
"Today, TotalEnergies is going one step further by stopping its crude oil imports. This includes the Leuna refinery in eastern Germany. But diesel supplies will also be affected. France imports 30% of its diesel from Russia. The Group intends to ""mobilize petroleum products from other continents, in particular its share of diesel produced by the Satorp refinery in Saudi Arabia"", reads the press release.",Opportunity
"But for the NGOs, it's still not enough. ""In fact, this is simply a non-renewal of the current contracts, which were due to expire at the end of 2022 at the latest. On the other hand, Total has not announced any changes to its involvement, via its subsidiary Total E&P Russia, in the Kharyaga oil project developed with the Russian company Zarubezhneft, whose Chairman of the Board, Evgeniy Murov, has been placed on the US sanctions list since 2014. For its part, Equinor has announced its withdrawal from this oil field, in which it held a 30% stake, while Total is still involved for 20%"" retort Friends of the Earth France. They recall the duty of vigilance that applies to the French group.",Opportunity
"""In the event of an exit from Russian gas, the company's future would not be at stake"".
Moreover, no announcement has been made about gas. It has to be said that the country is strategic for TotalEnergies, which is banking on it as a transitional energy. While Russia accounts for only ""3% to 5%"" of its revenues, as its CEO repeats, and 17% of annual liquids and natural gas production in 2020, it accounts for 30% of its gas production and 40% of its global gas reserves.",Opportunity
"TotalEnergies, which has been present in Russia since 1991, is a shareholder in the Russian gas company Novatek (19.4%), alongside Gazprom (9.9%), owned by the Kremlin, and Russian oligarch Gennady Timchenko (23.5%), a close associate of Putin directly targeted by European sanctions. Timchenko announced earlier this week that he was stepping down from Novatek's board of directors. TotalEnergies is also involved in two strategic projects, the Yamal LNG site (operational since 2017) and Arctic LNG2 (a project currently under construction with the first delivery of liquefied natural gas scheduled for 2023).",Risk
"""Russia does indeed represent significant reserves for us, but they don't bring in a lot of money, so if we had to get out of gas (following a political decision, editor's note), the company's future would not be at stake,"" counters Patrick Pouyanné. He goes on to point out that ""in the current context of European sanctions and Russian laws controlling foreign investment in Russia"", selling these Russian assets ""would contribute to enriching Russian investors, in contradiction with the very purpose of the sanctions"".",Opportunity
